District,Tehsil,Village,Village Code,Google Drive Link,update time and date 
Sonipat,Sonipat,Karewri,106542,,
Sonipat,Sonipat,Badshahpur Machhri,106543,,
Sonipat,Sonipat,Bhatana Jaffaraba,106544,,
Sonipat,Sonipat,Liwan,106545,,
Sonipat,Sonipat,Jagdishpur,106546,,
Sonipat,Sonipat,Mahipur,106547,,
Sonipat,Sonipat,Luhari Tibba,106548,,
Sonipat,Sonipat,Chhatera Bahadurpur,106549,,
Sonipat,Sonipat,Ladpur,106550,,
Sonipat,Sonipat,Abbaspur,106551,,
Sonipat,Sonipat,Bhowapur,106552,,
Sonipat,Sonipat,Bindhrauli,106553,,
Sonipat,Sonipat,Fatehpur,106554,,
Sonipat,Sonipat,Hussanyarpur Tihar Kalan,106555,,
Sonipat,Sonipat,Malha Majra,106556,,
Sonipat,Sonipat,Tajpur Tihar Khurd,106557,,
Sonipat,Sonipat,Harsana Khurd,106558,,
Sonipat,Sonipat,Nasirpur Bangar,106559,,
Sonipat,Sonipat,Jamalpur Khurd,106560,,
Sonipat,Sonipat,Bhadana,106561,,
Sonipat,Sonipat,Sonipat,106562,,
Yamunanagar,Chhachhrauli,Taharpur kalan,106563,,
Yamunanagar,Chhachhrauli,Harauli,106564,,
Yamunanagar,Chhachhrauli,Balauli,106565,,
Yamunanagar,Chhachhrauli,Chhachhrauli,106566,,
Yamunanagar,Chhachhrauli,Mandkheri,106567,,
Yamunanagar,Chhachhrauli,Yakubpur,106568,,
Yamunanagar,Chhachhrauli,Mahmudpur,106569,,
Yamunanagar,Chhachhrauli,Changauli,106570,,
Yamunanagar,Chhachhrauli,Khadri,106571,,
Yamunanagar,Chhachhrauli,Jaidhar,106572,,
Yamunanagar,Chhachhrauli,Mehar majra,106573,,
Yamunanagar,Chhachhrauli,Chuhar pur mangal singh,106574,,
Yamunanagar,Chhachhrauli,Sipian wala,106575,,
Yamunanagar,Chhachhrauli,Yara,106576,,
Yamunanagar,Chhachhrauli,Shahbudeen pur kalan,106577,,
Yamunanagar,Chhachhrauli,Shahbudeen pur khurd,106578,,
Yamunanagar,Chhachhrauli,Faqir majra,106579,,
Yamunanagar,Chhachhrauli,Khol fatehgarh,106580,,
Yamunanagar,Chhachhrauli,Bhagwan pur urf basant pur,106581,,
Yamunanagar,Chhachhrauli,Tahri,106582,,
Yamunanagar,Chhachhrauli,Bachon,106583,,
Yamunanagar,Chhachhrauli,Edrahim pur,106584,,
Yamunanagar,Chhachhrauli,Haider pur,106585,,
Yamunanagar,Chhachhrauli,Jangal meharani wala,106586,,
Yamunanagar,Chhachhrauli,Tibbi raiyan,106587,,
Yamunanagar,Chhachhrauli,Mukarm pur,106588,,
Yamunanagar,Chhachhrauli,Laidi,106589,,
Yamunanagar,Chhachhrauli,Tugal pur,106590,,
Yamunanagar,Chhachhrauli,Dadu pur malian,106591,,
Yamunanagar,Chhachhrauli,Leda khadar,106592,,
Yamunanagar,Chhachhrauli,Lopon,106593,,
Yamunanagar,Chhachhrauli,Mani pur,106594,,
Yamunanagar,Chhachhrauli,Mahawali wala,106595,,
Yamunanagar,Chhachhrauli,Daulat pur,106596,,
Yamunanagar,Chhachhrauli,Dhakwala,106597,,
Yamunanagar,Chhachhrauli,Kot mushtrka,106598,,
Yamunanagar,Chhachhrauli,Kot bassawa singh,106599,,
Yamunanagar,Chhachhrauli,Ramgarh urf arjan majra,106600,,
Yamunanagar,Chhachhrauli,Ahmad majra,106601,,
Yamunanagar,Chhachhrauli,Kot sarkari,106602,,
Yamunanagar,Chhachhrauli,Kotra kahan singh,106603,,
Yamunanagar,Chhachhrauli,Ashab pura,106604,,
Yamunanagar,Chhachhrauli,Khan pura,106605,,
Yamunanagar,Chhachhrauli,Salem pur khadar,106606,,
Yamunanagar,Chhachhrauli,Tihana,106607,,
Yamunanagar,Chhachhrauli,Ganaula,106608,,
Yamunanagar,Chhachhrauli,Kharki,106609,,
Yamunanagar,Chhachhrauli,Urjani,106610,,
Yamunanagar,Chhachhrauli,Singhpura,106611,,
Yamunanagar,Chhachhrauli,Govrdhan pur,106612,,
Yamunanagar,Chhachhrauli,Sher pur,106613,,
Yamunanagar,Chhachhrauli,Chuhar pur khurd,106614,,
Yamunanagar,Chhachhrauli,Taru wala,106615,,
Yamunanagar,Chhachhrauli,Khan puri,106616,,
Yamunanagar,Chhachhrauli,Nahar taharpur,106617,,
Yamunanagar,Chhachhrauli,Ganauli,106618,,
Yamunanagar,Chhachhrauli,Ledakhas,106619,,
Yamunanagar,Chhachhrauli,Panjeton,106620,,
Yamunanagar,Chhachhrauli,Chenheta,106621,,
Yamunanagar,Chhachhrauli,Munda khera,106622,,
Yamunanagar,Chhachhrauli,Mukarab pur,106623,,
Yamunanagar,Chhachhrauli,Mir pur,106624,,
Yamunanagar,Chhachhrauli,Malak pur khadar,106625,,
Yamunanagar,Chhachhrauli,Rai pur,106626,,
Yamunanagar,Chhachhrauli,Dasaura,106627,,
Yamunanagar,Chhachhrauli,Pipli majra,106628,,
Yamunanagar,Chhachhrauli,Sankhera,106629,,
Yamunanagar,Chhachhrauli,Jateheri,106630,,
Yamunanagar,Chhachhrauli,Bhairthal,106631,,
Yamunanagar,Chhachhrauli,Taran wala,106632,,
Yamunanagar,Chhachhrauli,Piru wala,106633,,
Yamunanagar,Chhachhrauli,Feru wala,106634,,
Yamunanagar,Chhachhrauli,Chaowala,106635,,
Yamunanagar,Chhachhrauli,Ramkheri,106636,,
Yamunanagar,Chhachhrauli,Bhilpura,106637,,
Yamunanagar,Chhachhrauli,Hafaji,106638,,
Yamunanagar,Chhachhrauli,Hafij pur,106639,,
Yamunanagar,Chhachhrauli,Baroli majra,106640,,
Yamunanagar,Chhachhrauli,Damauli,106641,,
Yamunanagar,Chhachhrauli,Begam pur,106642,,
Yamunanagar,Chhachhrauli,Jai ram pur khalsha,106643,,
Yamunanagar,Chhachhrauli,Chhota dammo pura,106644,,
Yamunanagar,Chhachhrauli,Bara dammo pura,106645,,
Yamunanagar,Chhachhrauli,Ali pura,106646,,
Yamunanagar,Chhachhrauli,Jaidbari,106647,,
Yamunanagar,Chhachhrauli,Harewa,106648,,
Yamunanagar,Chhachhrauli,Tapu jaidhar,106649,,
Yamunanagar,Chhachhrauli,Bhulkheri,106650,,
Yamunanagar,Chhachhrauli,Shahjahn pur,106651,,
Yamunanagar,Chhachhrauli,Mandoli rangran,106652,,
Yamunanagar,Jagadhri,Kansoli,106653,,
Yamunanagar,Jagadhri,Balachapur,106654,,
Yamunanagar,Jagadhri,Buria jagir,106655,,
Yamunanagar,Jagadhri,Bibipur,106656,,
Yamunanagar,Jagadhri,Sabapur,106657,,
Yamunanagar,Jagadhri,Kalanaur,106658,,
Yamunanagar,Jagadhri,Tigri,106659,,
Yamunanagar,Jagadhri,Pansra,106660,,
Yamunanagar,Jagadhri,AMADALPUR,106661,,
Yamunanagar,Jagadhri,TEJLI,106662,,
Yamunanagar,Jagadhri,YAMUNA NAGAR,106663,,
Yamunanagar,Jagadhri,Naharpur,106664,,
Yamunanagar,Jagadhri,Kharwan,106665,,
Yamunanagar,Jagadhri,Jagadhari,106666,,
Yamunanagar,Jagadhri,Chaneti,106667,,
Yamunanagar,Jagadhri,Aurangabad,106668,,
Yamunanagar,Jagadhri,Mandebri,106669,,
Yamunanagar,Jagadhri,Arnauli,106670,,
Yamunanagar,Jagadhri,Pabni kalan,106671,,
Yamunanagar,Jagadhri,Muslimbal hindwan,106672,,
Yamunanagar,Jagadhri,KHERA,106673,,
Yamunanagar,Jagadhri,Mehlanwali,106674,,
Yamunanagar,Jagadhri,Sasauli,106675,,
Yamunanagar,Jagadhri,Raipur,106676,,
Yamunanagar,Jagadhri,Dayalgarh,106677,,
Yamunanagar,Jagadhri,Shah pur,106678,,
Yamunanagar,Jagadhri,Shahzad pur,106679,,
Yamunanagar,Jagadhri,Mali majra,106680,,
Yamunanagar,Jagadhri,Dadu pur chhaioni,106681,,
Yamunanagar,Jagadhri,Balachaur,106682,,
Yamunanagar,Jagadhri,Naugawan chak pehla,106683,,
Yamunanagar,Jagadhri,BHUKERI,106684,,
Yamunanagar,Jagadhri,Naugwan jagir,106685,,
Yamunanagar,Jagadhri,Nabh,106686,,
Yamunanagar,Jagadhri,Jaitram pur jagir,106687,,
Yamunanagar,Jagadhri,Majri tappu,106688,,
Yamunanagar,Jagadhri,Bir tappu,106689,,
Yamunanagar,Jagadhri,Ghoron,106690,,
Yamunanagar,Jagadhri,Jodh pur,106691,,
Yamunanagar,Jagadhri,BAKARPUR,106692,,
Yamunanagar,Jagadhri,Kat,106693,,
Yamunanagar,Jagadhri,Mandi,106694,,
Yamunanagar,Jagadhri,Lapra,106695,,
Yamunanagar,Jagadhri,Mahmud pur,106696,,
Yamunanagar,Jagadhri,ISARPUR,106697,,
Yamunanagar,Jagadhri,Tappu kamal pur,106698,,
Yamunanagar,Jagadhri,Akalgarh,106699,,
Yamunanagar,Jagadhri,Shadi pur,106700,,
Yamunanagar,Jagadhri,Karera khurd,106701,,
Yamunanagar,Jagadhri,Todar pur,106702,,
Yamunanagar,Jagadhri,Ramgarh urf gulabgarh,106703,,
Yamunanagar,Jagadhri,Haru pur kambhaoj,106704,,
Yamunanagar,Jagadhri,Kami majra,106705,,
Yamunanagar,Jagadhri,Mandoli,106706,,
Yamunanagar,Jagadhri,Dussani,106707,,
Yamunanagar,Jagadhri,Rattan pura,106708,,
Yamunanagar,Jagadhri,Ram pura,106709,,
Yamunanagar,Jagadhri,Bahram pura,106710,,
Yamunanagar,Jagadhri,Kaim pura,106711,,
Yamunanagar,Jagadhri,Mukaram pur,106712,,
Yamunanagar,Jagadhri,Sugh,106713,,
Yamunanagar,Jagadhri,BHOJ PUR,106714,,
Yamunanagar,Jagadhri,Hundewala,106715,,
Yamunanagar,Jagadhri,GOBINDPURA,106716,,
Yamunanagar,Jagadhri,GARI MUNDO,106717,,
Yamunanagar,Jagadhri,Parwaloan,106718,,
Yamunanagar,Jagadhri,GOBINDPURI,106719,,
Yamunanagar,Jagadhri,Tajak pur,106720,,
Yamunanagar,Jagadhri,Badhi majra,106721,,
Yamunanagar,Jagadhri,DARVA,106722,,
Yamunanagar,Jagadhri,MUNDA MAJRA,106723,,
Yamunanagar,Jagadhri,Mumidi,106724,,
Yamunanagar,Jagadhri,Habib pur,106725,,
Yamunanagar,Jagadhri,Garhi gujran,106726,,
Yamunanagar,Jagadhri,Tigra,106727,,
Yamunanagar,Jagadhri,Hariabas,106728,,
Yamunanagar,Jagadhri,Panju pur,106729,,
Yamunanagar,Jagadhri,Khandwan,106730,,
Yamunanagar,Jagadhri,Haluwala,106731,,
Yamunanagar,Jagadhri,Jaraudha,106732,,
Yamunanagar,Jagadhri,Gulab nagar,106733,,
Yamunanagar,Jagadhri,Madhuwala,106734,,
Yamunanagar,Jagadhri,Manak pur,106735,,
Yamunanagar,Jagadhri,Garhi banjara,106736,,
Yamunanagar,Jagadhri,Telipura,106737,,
Yamunanagar,Jagadhri,Sukh pura,106738,,
Yamunanagar,Jagadhri,Dudhla,106739,,
Yamunanagar,Jagadhri,Chand pur,106740,,
Yamunanagar,Jagadhri,MANDEBAR,106741,,
Yamunanagar,Jagadhri,Farkh pur,106742,,
Yamunanagar,Jagadhri,Jaurian,106743,,
Yamunanagar,Jagadhri,ISHOPUR,106744,,
Yamunanagar,Jagadhri,Jam pur,106745,,
Yamunanagar,Jagadhri,Patash garh,106746,,
Yamunanagar,Jagadhri,Rod chhappar,106747,,
Yamunanagar,Jagadhri,Galoli,106748,,
Yamunanagar,Jagadhri,Harnaul,106749,,
Yamunanagar,Jagadhri,GOLAN PUR,106750,,
Yamunanagar,Jagadhri,Bhut majra,106751,,
Yamunanagar,Jagadhri,Hargarh,106752,,
Yamunanagar,Jagadhri,GADHAULI,106753,,
Yamunanagar,Jagadhri,Fateh pur,106754,,
Yamunanagar,Jagadhri,SALEMPUR BANGAR,106755,,
Yamunanagar,Jagadhri,Mamli,106756,,
Yamunanagar,Jagadhri,Budeheri,106757,,
Yamunanagar,Jagadhri,Charon,106758,,
Yamunanagar,Jagadhri,Panbi khurd,106759,,
Yamunanagar,Jagadhri,Mandhar,106760,,
Yamunanagar,Jagadhri,Maheshwri,106761,,
Yamunanagar,Jagadhri,Kotar khana,106762,,
Yamunanagar,Jagadhri,Khundewala,106763,,
Yamunanagar,Jagadhri,Kathwala,106764,,
Yamunanagar,Jagadhri,Landhaura,106765,,
Yamunanagar,Jagadhri,Muslimbal muslman,106766,,
Yamunanagar,Jagadhri,Milk sukhi,106767,,
Yamunanagar,Jagadhri,Paonti,106768,,
Yamunanagar,Jagadhri,Shah kamesh pur,106769,,
Yamunanagar,Jagadhri,Chhaju nagla,106770,,
Yamunanagar,Jagadhri,Hari pur jattan,106771,,
Yamunanagar,Jagadhri,Ratauli,106772,,
Yamunanagar,Jagadhri,Ruhla kheri,106773,,
Yamunanagar,Jagadhri,Jhiwarheri,106774,,
Yamunanagar,Jagadhri,Bhatauli,106775,,
Yamunanagar,Jagadhri,KANSA PUR,106776,,
Yamunanagar,Jagadhri,Sudhal,106777,,
Yamunanagar,Jagadhri,SUDHAIL,106778,,
Yamunanagar,Jagadhri,Kheri rangran,106779,,
Yamunanagar,Jagadhri,Udham garh,106780,,
Yamunanagar,Jagadhri,Nawagaon,106781,,
Yamunanagar,Jagadhri,Raj pur,106782,,
Yamunanagar,Jagadhri,Bhagwan garh,106783,,
Yamunanagar,Jagadhri,Bhagwan pur,106784,,
Yamunanagar,Jagadhri,Fateh garh,106785,,
Yamunanagar,Jagadhri,Khajuri,106786,,
Yamunanagar,Jagadhri,Daulat pur,106787,,
Yamunanagar,Jagadhri,Nagal,106788,,
Yamunanagar,Jagadhri,Bhog pur,106789,,
Yamunanagar,Jagadhri,Kail,106790,,
Yamunanagar,Bilaspur,Gadwali,106791,,
Yamunanagar,Bilaspur,Ranjitpur,106792,,
Yamunanagar,Bilaspur,Safilpur,106793,,
Yamunanagar,Bilaspur,Bihta,106794,,
Yamunanagar,Bilaspur,Bansewala,106795,,
Yamunanagar,Bilaspur,Marwa kalan,106796,,
Yamunanagar,Bilaspur,Aizpur kalan,106797,,
Yamunanagar,Bilaspur,Dhalaur,106798,,
Yamunanagar,Bilaspur,Chholi,106799,,
Yamunanagar,Bilaspur,Manakpur,106800,,
Yamunanagar,Bilaspur,Bhamnouli,106801,,
Yamunanagar,Bilaspur,Mugalwali,106802,,
Yamunanagar,Bilaspur,Machhrauli,106803,,
Yamunanagar,Bilaspur,Kotra khas,106804,,
Yamunanagar,Bilaspur,Dharam kot,106805,,
Yamunanagar,Bilaspur,Bilaspur,106806,,
Yamunanagar,Bilaspur,Bhil chhapar,106807,,
Yamunanagar,Bilaspur,Haibatpur,106808,,
Yamunanagar,Bilaspur,Mahiyudinpur,106809,,
Yamunanagar,Bilaspur,Jaitpur,106810,,
Yamunanagar,Bilaspur,Nagli,106811,,
Yamunanagar,Bilaspur,Salem pur,106812,,
Yamunanagar,Bilaspur,Chabutraon,106813,,
Yamunanagar,Bilaspur,Ram pur jattan,106814,,
Yamunanagar,Bilaspur,Gohrabani,106815,,
Yamunanagar,Bilaspur,Chauli,106816,,
Yamunanagar,Bilaspur,Jangal salem pur kohi,106817,,
Yamunanagar,Bilaspur,Sunder bahadur pur,106818,,
Yamunanagar,Bilaspur,Katerwali 238,106819,,
Yamunanagar,Bilaspur,Bankat,106820,,
Yamunanagar,Bilaspur,Ramgarh swai,106821,,
Yamunanagar,Bilaspur,Alishe purMajra,106822,,
Yamunanagar,Bilaspur,Rampur gainda,106823,,
Yamunanagar,Bilaspur,Kathgarh,106824,,
Yamunanagar,Bilaspur,Shergath,106825,,
Yamunanagar,Bilaspur,Bhattuwala,106826,,
Yamunanagar,Bilaspur,Dhanaura,106827,,
Yamunanagar,Bilaspur,Uttamwala,106828,,
Yamunanagar,Bilaspur,Paniwala,106829,,
Yamunanagar,Bilaspur,Chuhar pur,106830,,
Yamunanagar,Bilaspur,Pipliwala,106831,,
Yamunanagar,Bilaspur,Naiwala,106832,,
Yamunanagar,Bilaspur,Budhi,106833,,
Yamunanagar,Bilaspur,Nathan pur,106834,,
Yamunanagar,Bilaspur,Bajouli,106835,,
Yamunanagar,Bilaspur,Tunde ke taprian,106836,,
Yamunanagar,Bilaspur,Rampur harian,106837,,
Yamunanagar,Bilaspur,Chhalaur,106838,,
Yamunanagar,Bilaspur,Nagli 264,106839,,
Yamunanagar,Bilaspur,Mianpur,106840,,
Yamunanagar,Bilaspur,Singhpura,106841,,
Yamunanagar,Bilaspur,Bootgarh,106842,,
Yamunanagar,Bilaspur,Pilkhanwala,106843,,
Yamunanagar,Bilaspur,Taharpur khurd,106844,,
Yamunanagar,Bilaspur,Jameetgarh,106845,,
Yamunanagar,Bilaspur,Faqir majra,106846,,
Yamunanagar,Bilaspur,Sanaur,106847,,
Yamunanagar,Bilaspur,Malak Raipur,106848,,
Yamunanagar,Bilaspur,Fatehgarh tumbi,106849,,
Yamunanagar,Bilaspur,Munda khera,106850,,
Yamunanagar,Bilaspur,Ramgarh Majra,106851,,
Yamunanagar,Bilaspur,Kurali,106852,,
Yamunanagar,Bilaspur,Painsal,106853,,
Yamunanagar,Bilaspur,Sarawin,106854,,
Yamunanagar,Bilaspur,Manakpur,106855,,
Yamunanagar,Bilaspur,Bastianwala,106856,,
Yamunanagar,Bilaspur,Rukali,106857,,
Yamunanagar,Bilaspur,Daria pur,106858,,
Yamunanagar,Bilaspur,Khanuwala,106859,,
Yamunanagar,Bilaspur,Lalheri khurd,106860,,
Yamunanagar,Bilaspur,Chint pur,106861,,
Yamunanagar,Bilaspur,Lalheri kalan,106862,,
Yamunanagar,Bilaspur,Jogiwara,106863,,
Yamunanagar,Bilaspur,Fateh pur,106864,,
Yamunanagar,Bilaspur,Prithi pur,106865,,
Yamunanagar,Bilaspur,Muzafat,106866,,
Yamunanagar,Bilaspur,Sandhai,106867,,
Yamunanagar,Bilaspur,Rani pur,106868,,
Yamunanagar,Bilaspur,Rollaheri,106869,,
Yamunanagar,Bilaspur,Milkara,106870,,
Yamunanagar,Bilaspur,NagalpattiMmachhrauli,106871,,
Yamunanagar,Bilaspur,Malak pur Bangar,106872,,
Yamunanagar,Bilaspur,Kurewala,106873,,
Yamunanagar,Bilaspur,Hartaul,106874,,
Yamunanagar,Bilaspur,Chorahi,106875,,
Yamunanagar,Bilaspur,Aharwala,106876,,
Yamunanagar,Bilaspur,Milk khas,106877,,
Yamunanagar,Bilaspur,Bhawani pur,106878,,
Yamunanagar,Bilaspur,Kaimpura,106879,,
Yamunanagar,Bilaspur,Khera brahmnan,106880,,
Yamunanagar,Bilaspur,Kakrauni,106881,,
Yamunanagar,Bilaspur,Chanda kheri,106882,,
Yamunanagar,Bilaspur,Kapoori khurd,106883,,
Yamunanagar,Bilaspur,Kapoori kalan,106884,,
Yamunanagar,Bilaspur,Makhaur,106885,,
Yamunanagar,Bilaspur,Tehi jattan,106886,,
Yamunanagar,Bilaspur,Tehi brahmnan,106887,,
Yamunanagar,Bilaspur,Judda jattan,106888,,
Yamunanagar,Bilaspur,Gainawala,106889,,
Yamunanagar,Bilaspur,Shekhpura,106890,,
Yamunanagar,Bilaspur,Bhog pur,106891,,
Yamunanagar,Bilaspur,Rajpur,106892,,
Yamunanagar,Bilaspur,Dayalgarh,106893,,
Yamunanagar,Bilaspur,Sultan pur,106894,,
Yamunanagar,Bilaspur,Bhagwanpur,106895,,
Yamunanagar,Bilaspur,Ambwala,106896,,
Yamunanagar,Bilaspur,Raiyanwala,106897,,
Yamunanagar,Bilaspur,Rasul pur,106898,,
Yamunanagar,Bilaspur,Udham garh,106899,,
Yamunanagar,Bilaspur,Pirbholi,106900,,
Yamunanagar,Bilaspur,Mohri,106901,,
Yamunanagar,Bilaspur,Majri,106902,,
Yamunanagar,Bilaspur,Swabari,106903,,
Yamunanagar,Bilaspur,Manglaur,106904,,
Yamunanagar,Bilaspur,Rampur Kamboyan,106905,,
Yamunanagar,Bilaspur,Judda Shekhan,106906,,
Yamunanagar,Bilaspur,Marwa Khurd,106907,,
Yamunanagar,Bilaspur,Katarwal,106908,,
Yamunanagar,Bilaspur,Beech ka majra,106909,,
Yamunanagar,Radaur,Khajuri,106910,,
Yamunanagar,Radaur,Khurdi,106911,,
Yamunanagar,Radaur,Damla,106912,,
Yamunanagar,Radaur,Golni,106913,,
Yamunanagar,Radaur,Uncha Chandana,106914,,
Yamunanagar,Radaur,Hafizpur,106915,,
Yamunanagar,Radaur,Dhaurang,106916,,
Yamunanagar,Radaur,Sadhura,106917,,
Yamunanagar,Radaur,Alahar,106918,,
Yamunanagar,Radaur,Jathlana,106919,,
Yamunanagar,Radaur,Barheri,106920,,
Yamunanagar,Radaur,Nachroun,106921,,
Yamunanagar,Radaur,Kurdban,106922,,
Yamunanagar,Radaur,Taska Khadar,106923,,
Yamunanagar,Radaur,Kandroli,106924,,
Yamunanagar,Radaur,Gumthala,106925,,
Yamunanagar,Radaur,Nakum,106926,,
Yamunanagar,Radaur,Bakana,106927,,
Yamunanagar,Radaur,Kanjnu,106928,,
Yamunanagar,Radaur,Dholra,106929,,
Yamunanagar,Radaur,Radaur,106930,,
Yamunanagar,Radaur,Bubka,106931,,
Yamunanagar,Radaur,Antawa,106932,,
Yamunanagar,Radaur,Ghellour,106933,,
Yamunanagar,Radaur,Jhinwarheri,106934,,
Yamunanagar,Radaur,Gundiyana,106935,,
Yamunanagar,Radaur,Rupawali,106936,,
Yamunanagar,Radaur,Topra Kalan,106937,,
Yamunanagar,Radaur,Baindi,106938,,
Yamunanagar,Radaur,Bhogpur,106939,,
Yamunanagar,Radaur,Mohri,106940,,
Yamunanagar,Radaur,Fatehgarh,106941,,
Yamunanagar,Radaur,Bhagwanpur,106942,,
Yamunanagar,Radaur,Doulatpur,106943,,
Yamunanagar,Radaur,Nagal,106944,,
Yamunanagar,Radaur,Bhawangarh,106945,,
Yamunanagar,Radaur,Bahadur pur,106946,,
Yamunanagar,Radaur,Jaipur,106947,,
Yamunanagar,Radaur,Sabha pur,106948,,
Yamunanagar,Radaur,Hassanpur,106949,,
Yamunanagar,Radaur,Kajibans,106950,,
Yamunanagar,Radaur,Jharchandna,106951,,
Yamunanagar,Radaur,Faridpur,106952,,
Yamunanagar,Radaur,Doulatpur Rangran,106953,,
Yamunanagar,Radaur,Akbarpur,106954,,
Yamunanagar,Radaur,Topra Khurd,106955,,
Yamunanagar,Radaur,Jhinjhron,106956,,
Yamunanagar,Radaur,Modhli,106957,,
Yamunanagar,Radaur,Badanpuri,106958,,
Yamunanagar,Radaur,Doulatpur Maliyan,106959,,
Yamunanagar,Radaur,Kunjal jattan,106960,,
Yamunanagar,Radaur,Kunjal kambaon,106961,,
Yamunanagar,Radaur,Rattangarh,106962,,
Yamunanagar,Radaur,Majri,106963,,
Yamunanagar,Radaur,Sagri,106964,,
Yamunanagar,Radaur,Sahabpura,106965,,
Yamunanagar,Radaur,Sandhali,106966,,
Yamunanagar,Radaur,Lakshibans,106967,,
Yamunanagar,Radaur,Barsan,106968,,
Yamunanagar,Radaur,Kartarpur,106969,,
Yamunanagar,Radaur,Marupur,106970,,
Yamunanagar,Radaur,Bagwali,106971,,
Yamunanagar,Radaur,Lal Chhappar,106972,,
Yamunanagar,Radaur,Majri,106973,,
Yamunanagar,Radaur,Karhera,106974,,
Yamunanagar,Radaur,Palewala,106975,,
Yamunanagar,Radaur,Rattangarh,106976,,
Yamunanagar,Radaur,Potli,106977,,
Yamunanagar,Radaur,Madhubans,106978,,
Yamunanagar,Radaur,Rapri,106979,,
Yamunanagar,Radaur,Mandhar,106980,,
Yamunanagar,Radaur,Rao,106981,,
Yamunanagar,Radaur,Rajhri,106982,,
Yamunanagar,Radaur,Parladpur,106983,,
Yamunanagar,Radaur,Nagli,106984,,
Yamunanagar,Radaur,Sandhala,106985,,
Yamunanagar,Radaur,Nagla Rangran,106986,,
Yamunanagar,Radaur,Buchha Bans,106987,,
Yamunanagar,Radaur,Dakwala,106988,,
Yamunanagar,Radaur,Pobari,106989,,
Yamunanagar,Radaur,Ramgarh,106990,,
Yamunanagar,Radaur,Unheri,106991,,
Yamunanagar,Radaur,Palakha,106992,,
Yamunanagar,Radaur,Jubbal,106993,,
Yamunanagar,Radaur,Ghespur,106994,,
Yamunanagar,Radaur,Sangipur,106995,,
Yamunanagar,Radaur,Alipura,106996,,
Yamunanagar,Radaur,Bapouli,106997,,
Yamunanagar,Radaur,Chhotabans,106998,,
Yamunanagar,Radaur,Radauri,106999,,
Yamunanagar,Radaur,Silikhurd,107000,,
Yamunanagar,Radaur,Dhanupura,107001,,
Yamunanagar,Radaur,Kherki Brahaman,107002,,
Yamunanagar,Radaur,Sillkalan,107003,,
Yamunanagar,Radaur,Amlouha,107004,,
Yamunanagar,Radaur,Chamrori,107005,,
Yamunanagar,Radaur,Basantpura,107006,,
Yamunanagar,Radaur,Mansurpur,107007,,
Yamunanagar,Radaur,Dohli,107008,,
Yamunanagar,Radaur,Kalesra,107009,,
Yamunanagar,Radaur,Hiran Chappar,107010,,
Yamunanagar,Radaur,Hartan,107011,,
Yamunanagar,Radaur,Sikandra,107012,,
Yamunanagar,Radaur,Hunria,107013,,
Yamunanagar,Radaur,Jamalpur,107014,,
Yamunanagar,Radaur,Mahmoodpur,107015,,
Yamunanagar,Radaur,Balsuwa,107016,,
Yamunanagar,Radaur,Bir Balsuwa,107017,,
Yamunanagar,Radaur,Gundiyani,107018,,
Yamunanagar,Radaur,Garhi,107019,,
Yamunanagar,Radaur,Ramgarh,107020,,
Yamunanagar,Radaur,Kabulpur,107021,,
Yamunanagar,Radaur,Satgoli,107022,,
Yamunanagar,Radaur,Masana Jattan,107023,,
Yamunanagar,Radaur,Bhagu Majra,107024,,
Yamunanagar,Radaur,Masana Rangran,107025,,
Yamunanagar,Radaur,Kheri Lakha Singh,107026,,
Yamunanagar,Radaur,Ismailpur,107027,,
Yamunanagar,Radaur,Nagla Sadhan,107028,,
Yamunanagar,Radaur,Jhaguri,107029,,
Yamunanagar,Radaur,Chhari,107030,,
Yamunanagar,Radaur,Bapa,107031,,
Yamunanagar,Sadhaura,Saranwa,107032,,
Yamunanagar,Sadhaura,Haveli,107033,,
Yamunanagar,Sadhaura,Thaska,107034,,
Yamunanagar,Sadhaura,Saidupur,107035,,
Yamunanagar,Sadhaura,Sadhaura Nadipar,107036,,
Yamunanagar,Sadhaura,Ismailpur,107037,,
Yamunanagar,Sadhaura,Fazalpur,107038,,
Yamunanagar,Sadhaura,Kotla,107039,,
Yamunanagar,Sadhaura,Laharpur,107040,,
Yamunanagar,Sadhaura,Raj pur,107041,,
Yamunanagar,Sadhaura,Majri,107042,,
Yamunanagar,Sadhaura,Prabhawali,107043,,
Yamunanagar,Sadhaura,Udhamgarh,107044,,
Yamunanagar,Sadhaura,Sultanpur,107045,,
Yamunanagar,Sadhaura,Raiyanwala,107046,,
Yamunanagar,Sadhaura,Rasulpur,107047,,
Yamunanagar,Sadhaura,Nawa Gaon,107048,,
Yamunanagar,Sadhaura,Udham Garh,107049,,
Yamunanagar,Sadhaura,Rajpura,107050,,
Yamunanagar,Sadhaura,Milk Jabalian,107051,,
Yamunanagar,Sadhaura,Jhanda,107052,,
Yamunanagar,Sadhaura,Asgarpur,107053,,
Yamunanagar,Sadhaura,Mahmadpur,107054,,
Yamunanagar,Sadhaura,Pammu Wala,107055,,
Yamunanagar,Sadhaura,Jafarpur Jafri,107056,,
Yamunanagar,Sadhaura,Salehpur,107057,,
Yamunanagar,Sadhaura,Bakala,107058,,
Yamunanagar,Sadhaura,Feerojpur Raiyan,107059,,
Yamunanagar,Sadhaura,Rampur Raiyan,107060,,
